LANStream starting on http://0.0.0.0:8090  (local: http://localhost:8090)
INFO:     127.0.0.1:56581 - "GET /api/shows HTTP/1.1" 200 OK
INFO:     127.0.0.1:56583 - "GET /api/episodes/3 HTTP/1.1" 200 OK
INFO:     127.0.0.1:56585 - "GET /api/stream/episodes/3 HTTP/1.1" 206 Partial Content
INFO:     127.0.0.1:56587 - "GET /api/stream/episodes/3 HTTP/1.1" 206 Partial Content
INFO:     127.0.0.1:56589 - "GET /api/stream/episodes/3 HTTP/1.1" 206 Partial Content
INFO:     127.0.0.1:56591 - "GET /api/stream/episodes/3 HTTP/1.1" 206 Partial Content
INFO:     127.0.0.1:56593 - "GET /api/stream/episodes/3 HTTP/1.1" 200 OK
INFO:     127.0.0.1:56596 - "GET /api/stream/episodes/3 HTTP/1.1" 206 Partial Content
INFO:     127.0.0.1:56598 - "GET /api/stream/episodes/3 HTTP/1.1" 200 OK
INFO:     127.0.0.1:56601 - "GET /api/shows/2 HTTP/1.1" 200 OK
INFO:     127.0.0.1:56603 - "GET /api/shows/2 HTTP/1.1" 200 OK
INFO:     127.0.0.1:56609 - "GET /api/watchlist/shows/2/status HTTP/1.1" 200 OK
INFO:     127.0.0.1:56606 - "GET /api/media/TV%20Shows/Counterpart/Season%2001/E01-thumb.jpg HTTP/1.1" 200 OK
INFO:     127.0.0.1:56607 - "GET /api/media/TV%20Shows/Counterpart/poster.jpg HTTP/1.1" 200 OK
INFO:     127.0.0.1:56611 - "GET /api/watchlist/shows/2/status HTTP/1.1" 200 OK
INFO:     127.0.0.1:56613 - "GET /api/episodes/3 HTTP/1.1" 200 OK
INFO:     127.0.0.1:56615 - "GET /api/episodes/3 HTTP/1.1" 200 OK
INFO:     127.0.0.1:56617 - "GET /api/stream/episodes/3 HTTP/1.1" 206 Partial Content
INFO:     127.0.0.1:56619 - "GET /api/stream/episodes/3 HTTP/1.1" 206 Partial Content
INFO:     127.0.0.1:56621 - "GET /api/stream/episodes/3 HTTP/1.1" 200 OK
INFO:     127.0.0.1:63730 - "GET /api/settings HTTP/1.1" 200 OK
INFO:     127.0.0.1:63732 - "GET /api/shows/2 HTTP/1.1" 200 OK
INFO:     127.0.0.1:63734 - "GET /api/shows/2 HTTP/1.1" 200 OK
INFO:     127.0.0.1:63736 - "GET /api/watchlist/shows/2/status HTTP/1.1" 200 OK
INFO:     127.0.0.1:63738 - "GET /api/watchlist/shows/2/status HTTP/1.1" 200 OK
INFO:     127.0.0.1:63740 - "GET /api/progress/continue-watching HTTP/1.1" 200 OK
INFO:     127.0.0.1:63742 - "GET /api/progress/continue-watching HTTP/1.1" 200 OK
INFO:     127.0.0.1:63744 - "GET /api/media/TV%20Shows/From/poster.jpg HTTP/1.1" 200 OK
INFO:     127.0.0.1:63746 - "GET /api/movies HTTP/1.1" 200 OK
INFO:     127.0.0.1:63751 - "GET /api/movies HTTP/1.1" 200 OK
INFO:     127.0.0.1:63750 - "GET /api/shows HTTP/1.1" 200 OK
INFO:     127.0.0.1:63752 - "GET /api/shows HTTP/1.1" 200 OK
INFO:     127.0.0.1:52345 - "GET /api/settings HTTP/1.1" 200 OK
INFO:     127.0.0.1:54737 - "GET /api/settings HTTP/1.1" 200 OK
INFO:     127.0.0.1:64551 - "GET /api/settings HTTP/1.1" 200 OK
INFO:     127.0.0.1:65361 - "GET /api/settings HTTP/1.1" 200 OK
INFO:     127.0.0.1:65318 - "GET /api/settings HTTP/1.1" 200 OK
INFO:     127.0.0.1:60218 - "GET /api/settings HTTP/1.1" 200 OK
INFO:     127.0.0.1:59617 - "GET /api/settings HTTP/1.1" 200 OK
INFO:     127.0.0.1:56329 - "GET /api/settings HTTP/1.1" 200 OK
INFO:     127.0.0.1:54104 - "GET /api/settings HTTP/1.1" 200 OK
INFO:     127.0.0.1:61420 - "GET /api/settings HTTP/1.1" 200 OK
INFO:     127.0.0.1:51380 - "GET /api/settings HTTP/1.1" 200 OK
INFO:     127.0.0.1:65302 - "GET /api/settings HTTP/1.1" 200 OK
INFO:     127.0.0.1:51020 - "GET /api/settings HTTP/1.1" 200 OK
INFO:     127.0.0.1:56040 - "GET /api/settings HTTP/1.1" 200 OK
INFO:     127.0.0.1:55325 - "GET /api/settings HTTP/1.1" 200 OK
INFO:     127.0.0.1:52612 - "GET /api/settings HTTP/1.1" 200 OK
INFO:     127.0.0.1:56722 - "GET /api/settings HTTP/1.1" 200 OK
INFO:     127.0.0.1:51743 - "GET /api/settings HTTP/1.1" 200 OK
INFO:     127.0.0.1:50063 - "GET /api/settings HTTP/1.1" 200 OK
INFO:     127.0.0.1:49760 - "GET /api/settings HTTP/1.1" 200 OK
INFO:     127.0.0.1:52503 - "GET /api/settings HTTP/1.1" 200 OK
INFO:     127.0.0.1:55613 - "GET /api/settings HTTP/1.1" 200 OK
INFO:     127.0.0.1:64801 - "GET /api/settings HTTP/1.1" 200 OK
INFO:     127.0.0.1:63228 - "GET /api/settings HTTP/1.1" 200 OK
INFO:     127.0.0.1:60067 - "GET /api/settings HTTP/1.1" 200 OK
INFO:     127.0.0.1:65379 - "GET /api/settings HTTP/1.1" 200 OK
INFO:     127.0.0.1:50561 - "GET /api/settings HTTP/1.1" 200 OK
INFO:     127.0.0.1:53863 - "GET /api/settings HTTP/1.1" 200 OK
INFO:     127.0.0.1:64439 - "GET /api/settings HTTP/1.1" 200 OK
INFO:     127.0.0.1:57239 - "GET /api/settings HTTP/1.1" 200 OK
INFO:     127.0.0.1:61519 - "GET /api/settings HTTP/1.1" 200 OK
INFO:     127.0.0.1:57912 - "GET /api/progress/continue-watching HTTP/1.1" 200 OK
INFO:     127.0.0.1:57914 - "GET /api/movies HTTP/1.1" 200 OK
INFO:     127.0.0.1:57916 - "GET /api/shows HTTP/1.1" 200 OK
INFO:     127.0.0.1:57918 - "GET /api/progress/continue-watching HTTP/1.1" 200 OK
INFO:     127.0.0.1:57920 - "GET /api/movies HTTP/1.1" 200 OK
INFO:     127.0.0.1:57922 - "GET /api/shows HTTP/1.1" 200 OK
INFO:     127.0.0.1:57924 - "GET /api/media/TV%20Shows/From/poster.jpg HTTP/1.1" 200 OK
